year2,sic1,fsize,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1990,60,f) 100 to 249,3888,11719,502158,489494,964,8.3,668,5.8,88509,33322,55187,6.8,18.1,61805,22460,39345,4.6,12.6,26704,5.5,25.2,0,39,77,11375
1990,60,g) 250 to 499,1411,9779,332138,333790,1016,10.5,757,7.8,55644,21794,33850,6.5,16.7,57594,25302,32292,7.6,17.3,-1950,-0.6,33.4,0,18,62,11639
1990,60,h) 500 to 999,884,10449,340572,338496,816,7.9,696,6.7,48165,17124,31041,5.1,14.2,44784,14620,30164,4.3,13.2,3381,1,26.4,0,3,3,3942
1990,60,i) 1000 to 2499,773,15313,541216,532539,1177,7.8,930,6.1,78975,28381,50594,5.3,14.8,62098,17112,44986,3.2,11.7,16877,3.1,23.4,0,,,
1990,60,j) 2500 to 4999,354,14787,427712,426393,1658,11.5,851,5.9,59183,21435,37748,5,13.9,57866,13331,44535,3.1,13.6,1317,0.3,27.2,0,,,
1990,60,k) 5000 to 9999,280,17839,627293,634524,1163,6.5,1405,7.8,90023,20964,69059,3.3,14.2,106008,19583,86425,3.1,16.7,-15985,-2.5,28.4,0,1,46,0
1990,60,l) 10000+,342,62493,1934657,1917857,6695,10.9,4946,8,326075,120276,205799,6.3,17,292841,77959,214882,4.1,15.3,33234,1.7,30.6,0,,,
1990,70,a) 1 to 4,965680,967847,2173350,2094864,187602,19.8,133949,14.2,702397,472401,229996,22.6,33.5,524430,324976,199454,15.5,25,177967,8.5,50,0,104738,104754,259882
1990,70,b) 5 to 9,362133,369692,2393930,2334278,18161,4.9,12435,3.4,520004,204885,315119,8.8,22.3,393775,140096,253679,6,16.9,126229,5.4,33.8,0,9218,9246,111519
1990,70,c) 10 to 19,178035,192917,2430357,2369789,7875,4.1,5180,2.7,471165,156997,314168,6.6,19.9,345243,112922,232321,4.8,14.6,125922,5.3,29.2,0,3400,3447,88028
1990,70,d) 20 to 49,96951,122619,2977855,2885921,5950,4.9,3296,2.7,579517,195466,384051,6.8,20.1,391292,132147,259145,4.6,13.6,188225,6.5,27.2,0,1714,1916,100307
1990,70,e) 50 to 99,31201,53288,2167707,2113574,3912,7.5,2206,4.2,415458,139888,275570,6.6,19.7,303182,105283,197899,5,14.3,112276,5.4,28.6,0,552,670,74206
1990,70,f) 100 to 249,19569,50346,2873834,2805497,4544,9.2,2295,4.7,509295,165349,343946,5.9,18.2,367040,112041,254999,4,13.1,142255,5.1,26.2,1,233,306,
1990,70,g) 250 to 499,6262,25169,1945635,1907827,2242,9.1,1285,5.2,311655,84111,227544,4.4,16.3,235503,61720,173783,3.2,12.3,76152,4,24.6,0,40,71,25012
1990,70,h) 500 to 999,3338,19401,1966814,1917147,1645,8.6,1103,5.8,287579,71035,216544,3.7,15,190436,48172,142264,2.5,9.9,97143,5.1,19.8,0,10,10,14110
1990,70,i) 1000 to 2499,2386,20399,2760303,2738044,2048,10.2,1352,6.7,319034,77772,241262,2.8,11.7,271366,,200984,,9.9,47668,1.8,19.8,1,7,41,20717
1990,70,j) 2500 to 4999,843,14559,1742851,1699800,1836,12.9,1259,8.8,229186,,,,13.5,145998,36918,109080,2.2,8.6,83188,4.9,17.2,1,,,
1990,70,k) 5000 to 9999,440,14208,1393019,1346835,1742,12.7,802,5.9,248741,,,,18.5,161177,,121624,,12,87564,6.5,24,1,1,1,
1990,70,l) 10000+,544,40533,3872861,3803405,4447,11.2,3059,7.7,580609,142124,438485,3.7,15.3,440856,134442,306414,3.5,11.6,139753,3.7,23.2,0,,,
1991,07,a) 1 to 4,43112,43114,,,10079,24.3,6956,16.7,,24993,,,,,,,,,,,,1,4348,4348,
1991,07,b) 5 to 9,17440,17459,114756,113310,688,4,594,3.4,27800,8178,19622,7.2,24.5,25153,7037,18116,6.2,22.2,2647,2.3,44.4,0,410,412,4950
1991,07,c) 10 to 19,8400,8434,110995,109647,228,2.7,174,2.1,22915,5729,17186,5.2,20.9,20419,4290,16129,3.9,18.6,2496,2.3,37.2,0,124,124,3121
1991,07,d) 20 to 49,3204,3301,92124,91437,106,3.2,80,2.4,20932,5274,15658,5.8,22.9,20024,3882,16142,4.2,21.9,908,1,43.8,0,36,37,2087
1991,07,e) 50 to 99,652,717,41888,41511,37,5.2,25,3.5,10681,3730,6951,9,25.7,10195,2524,7671,6.1,24.6,486,1.1,49.2,0,8,8,1289
1991,07,f) 100 to 249,319,427,40762,38832,41,9.9,20,4.8,12550,6158,6392,15.9,32.3,9130,1530,7600,3.9,23.5,3420,8.8,47,0,3,3,709
1991,07,g) 250 to 499,87,155,19269,17418,10,6.4,12,7.7,7093,2820,4273,16.2,40.7,3390,97,3293,0.6,19.5,3703,21.2,39,0,,,
1991,07,h) 500 to 999,49,164,15333,14984,5,3,11,6.6,4567,,,,30.5,3868,,3371,,25.8,699,4.7,51.6,1,,,
1991,07,i) 1000 to 2499,26,120,7693,10740,9,7.5,10,8.3,796,,,,7.4,6890,,4567,,64.2,-6094,-56.8,14.8,1,1,1,
1991,07,j) 2500 to 4999,24,243,11143,11102,54,24.2,15,6.7,1845,,,,16.6,1783,,1561,,16.1,62,0.5,32.2,1,,,
1991,07,k) 5000 to 9999,8,79,,,8,10.1,9,11.4,,,,,,,,,,,,,,1,,,
1991,07,l) 10000+,39,384,61986,39992,20,5.1,31,8,45822,850,44972,2.1,114.6,1838,453,1385,1.1,4.6,43984,110,9.2,0,,,
1991,10,a) 1 to 4,10783,10804,23846,23523,2127,19.9,1999,18.7,8087,5606,2481,23.8,34.4,7545,4978,2567,21.2,32.1,542,2.3,64.2,1,1506,1506,
1991,10,b) 5 to 9,4064,4096,27714,27634,316,7.7,310,7.6,7819,3923,3896,14.2,28.3,7738,3775,3963,13.7,28,81,0.3,56,0,249,250,3188
1991,10,c) 10 to 19,2945,3058,40916,41440,186,6.1,187,6.1,10020,4697,5323,11.3,24.2,11057,4651,6406,11.2,26.7,-1037,-2.5,48.4,0,136,136,3586
1991,10,d) 20 to 49,2061,2234,61095,60947,70,3.1,111,4.9,12393,3077,9316,5,20.3,12255,4116,8139,6.8,20.1,138,0.2,40.2,0,60,61,3183
1991,10,e) 50 to 99,689,978,43721,42688,47,4.8,45,4.6,9620,2308,7312,5.4,22.5,7420,2273,5147,5.3,17.4,2200,5.1,34.8,0,11,11,1269
1991,10,f) 100 to 249,401,823,44438,43389,62,7.6,54,6.6,9239,3002,6237,6.9,21.3,7146,1949,5197,4.5,16.5,2093,4.8,33,0,4,5,880
1991,10,g) 250 to 499,186,649,36021,35180,66,10.3,54,8.4,7233,4273,2960,12.1,20.6,6174,2356,3818,6.7,17.5,1059,3.1,35,1,1,1,
1991,10,h) 500 to 999,131,582,34101,34923,36,6.1,57,9.6,4716,912,3804,2.6,13.5,6204,1252,4952,3.6,17.8,-1488,-4.3,27,0,,,
1991,10,i) 1000 to 2499,105,561,39028,40023,60,10.8,55,9.9,5470,1661,3809,4.2,13.7,7560,2575,4985,6.4,18.9,-2090,-5.2,27.4,0,,,
1991,10,j) 2500 to 4999,64,496,46111,47252,34,6.8,45,9,4442,982,3460,2.1,9.4,6908,1441,5467,3,14.6,-2466,-5.2,18.8,0,,,
1991,10,k) 5000 to 9999,56,669,54367,55290,40,5.9,57,8.4,3659,795,2864,1.4,6.6,5460,2193,3267,4,9.9,-1801,-3.3,13.2,0,,,
1991,10,l) 10000+,90,1982,196605,194937,187,9.4,207,10.5,25996,11244,14752,5.8,13.3,23257,7675,15582,3.9,11.9,2739,1.4,23.8,0,,,
1991,15,a) 1 to 4,278711,278737,624114,648092,64059,22.9,65660,23.4,240511,163795,76716,25.3,37.1,286079,168585,117494,26,44.1,-45568,-7,74.2,0,43090,43091,115652
1991,15,b) 5 to 9,109024,109081,685036,723692,4985,4.5,6227,5.7,167196,59647,107549,8.2,23.1,243902,75018,168884,10.4,33.7,-76706,-10.6,46.2,0,4784,4785,58109
1991,15,c) 10 to 19,59422,59568,759611,805668,1451,2.4,2210,3.7,152700,36458,116242,4.5,19,243959,55491,188468,6.9,30.3,-91259,-11.3,38,0,1712,1719,43720
1991,15,d) 20 to 49,32273,32681,899816,960713,442,1.3,888,2.7,161029,20969,140060,2.2,16.8,280888,46925,233963,4.9,29.2,-119859,-12.4,33.6,0,611,616,35437
1991,15,e) 50 to 99,7935,8312,489765,530530,129,1.5,247,3,80467,9984,70483,1.9,15.2,161774,23424,138350,4.4,30.5,-81307,-15.3,30.4,0,122,130,16338
1991,15,f) 100 to 249,3285,4123,416619,445664,129,3.1,162,3.9,66486,7854,58632,1.8,14.9,125362,17059,108303,3.8,28.1,-58876,-13.2,29.8,0,33,35,9283
1991,15,g) 250 to 499,732,1327,185024,195067,94,7.1,96,7.2,29436,3853,25583,2,15.1,50517,3979,46538,2,25.9,-21081,-10.8,30.2,0,5,22,2131
1991,15,h) 500 to 999,287,900,125134,130192,71,7.9,66,7.4,21188,4207,16981,3.2,16.3,31224,3882,27342,3,24,-10036,-7.7,32.6,1,1,1,
1991,15,i) 1000 to 2499,188,878,106992,113675,67,7.4,119,13.2,17090,6701,10389,5.9,15,33473,9508,23965,8.4,29.4,-16383,-14.4,30,1,1,1,
1991,15,j) 2500 to 4999,75,455,50389,54341,48,10.2,81,17.2,7699,1500,6199,2.8,14.2,15644,5961,9683,11,28.8,-7945,-14.6,28.4,0,,,
1991,15,k) 5000 to 9999,51,543,65421,66506,39,7.1,49,8.9,11249,2614,8635,3.9,16.9,13418,1812,11606,2.7,20.2,-2169,-3.3,33.8,0,,,
1991,15,l) 10000+,82,1413,185875,189366,209,15.5,80,5.9,33292,11818,21474,6.2,17.6,40295,8702,31593,4.6,21.3,-7003,-3.7,35.2,0,,,
1991,20,a) 1 to 4,96655,96676,240373,239351,22898,24,20916,21.9,93008,67684,25324,28.3,38.9,91919,60170,31749,25.1,38.4,1089,0.5,76.8,0,16306,16323,48641
1991,20,b) 5 to 9,62134,62187,420107,426727,3989,6.4,4006,6.4,98925,48778,50147,11.4,23.2,112760,49148,63612,11.5,26.4,-13835,-3.2,46.4,0,3377,3393,42032
1991,20,c) 10 to 19,53499,53776,729719,746874,1868,3.5,2323,4.3,125338,47121,78217,6.3,16.8,159805,58415,101390,7.8,21.4,-34467,-4.6,33.6,0,1864,1891,48922
1991,20,d) 20 to 49,46639,48195,1412590,1453071,1249,2.6,1783,3.7,194183,58995,135188,4.1,13.4,269389,89479,179910,6.2,18.5,-75206,-5.1,26.8,0,1204,1262,70700
1991,20,e) 50 to 99,19089,21960,1266237,1304034,708,3.2,791,3.6,155621,47879,107742,3.7,11.9,218997,66260,152737,5.1,16.8,-63376,-4.9,23.8,0,345,395,46012
1991,20,f) 100 to 249,11875,17820,1649325,1701227,737,4.1,842,4.7,193159,62375,130784,3.7,11.4,271852,83644,188208,4.9,16,-78693,-4.6,22.8,0,160,200,45424
1991,20,g) 250 to 499,4078,9814,1168350,1197275,433,4.4,501,5.1,116275,29970,86305,2.5,9.7,163551,38749,124802,3.2,13.7,-47276,-4,19.4,0,14,29,8001
1991,20,h) 500 to 999,2075,7731,1085566,1112627,382,5,355,4.6,96300,24601,71699,2.2,8.7,147718,31011,116707,2.8,13.3,-51418,-4.6,17.4,0,3,5,3756
1991,20,i) 1000 to 2499,1492,9556,1594055,1632594,458,4.8,579,6,139329,37474,101855,2.3,8.5,218616,61033,157583,3.7,13.4,-79287,-4.9,17,0,3,18,9786
1991,20,j) 2500 to 4999,615,6708,1187135,1207968,240,3.5,418,6.1,104138,23872,80266,2,8.6,145942,36880,109062,3.1,12.1,-41804,-3.5,17.2,0,,,
1991,20,k) 5000 to 9999,431,6211,1373206,1405929,419,6.8,370,6,106403,21630,84773,1.5,7.6,171565,40228,131337,2.9,12.2,-65162,-4.6,15.2,0,,,
1991,20,l) 10000+,484,17138,6163774,6288643,830,4.8,918,5.3,401661,104238,297423,1.7,6.4,668074,130006,538068,2.1,10.6,-266413,-4.2,12.8,0,,,
1991,40,a) 1 to 4,82440,82572,185628,182763,19688,24.4,16328,20.2,68808,49307,19501,27,37.6,63707,40926,22781,22.4,34.9,5101,2.7,69.8,0,12540,12545,32351
1991,40,b) 5 to 9,32583,33103,216596,217754,2340,7.1,2073,6.3,53920,25492,28428,11.7,24.8,56514,24586,31928,11.3,26,-2594,-1.2,49.6,0,1631,1646,20343
1991,40,c) 10 to 19,21121,22412,286969,287596,1546,7,1003,4.5,60374,25854,34520,9,21,61448,23066,38382,8,21.4,-1074,-0.4,42,0,720,728,18598
1991,40,d) 20 to 49,14608,17090,435384,435275,1631,9.8,728,4.4,85735,37714,48021,8.7,19.7,85520,27491,58029,6.3,19.6,215,0.1,39.2,0,369,415,20746
1991,40,e) 50 to 99,4716,7243,298694,299752,1002,14.5,351,5.1,57932,26897,31035,9,19.3,60441,14682,45759,4.9,20.2,-2509,-0.9,38.6,0,75,110,9686
1991,40,f) 100 to 249,2531,6677,317207,319636,904,14.1,347,5.4,61130,29114,32016,9.1,19.1,65278,18421,46857,5.8,20.4,-4148,-1.3,38.2,0,38,52,11215
1991,40,g) 250 to 499,877,3876,196611,201648,388,9.9,444,11.4,33025,13897,19128,6.9,16.4,44056,16668,27388,8.3,21.8,-11031,-5.4,32.8,0,11,36,7535
1991,40,h) 500 to 999,528,3996,197640,198964,408,10.4,285,7.3,32348,12598,19750,6.3,16.3,35685,9991,25694,5,17.9,-3337,-1.6,32.6,1,2,73,
1991,40,i) 1000 to 2499,476,6144,321572,320691,571,9.4,440,7.2,48132,19035,29097,5.9,15,46307,11737,34570,3.7,14.4,1825,0.6,28.8,0,,,
1991,40,j) 2500 to 4999,222,5730,301999,304697,995,17.9,660,11.9,40828,17919,22909,5.9,13.4,46323,19185,27138,6.3,15.2,-5495,-1.8,26.8,1,1,217,
1991,40,k) 5000 to 9999,168,3439,316890,321190,204,5.9,294,8.4,31733,11841,19892,3.7,9.9,40286,6996,33290,2.2,12.5,-8553,-2.6,19.8,0,,,
1991,40,l) 10000+,277,34356,2509679,2475695,5259,15.8,3058,9.2,388285,141676,246609,5.7,15.7,323889,85241,238648,3.4,13.1,64396,2.6,26.2,0,,,
1991,50,a) 1 to 4,159903,160471,369184,361956,34126,21.7,27459,17.5,123100,86342,36758,23.9,34,109456,69219,40237,19.1,30.2,13644,3.8,60.4,0,20762,20786,54951
1991,50,b) 5 to 9,79930,82216,523278,527485,3218,3.9,3619,4.4,95047,34400,60647,6.5,18,104375,38849,65526,7.4,19.8,-9328,-1.8,36,0,2547,2564,30938
1991,50,c) 10 to 19,55802,61859,735585,745274,1699,2.7,2047,3.3,99924,27883,72041,3.7,13.4,119568,36989,82579,5,16,-19644,-2.6,26.8,0,1063,1153,27377
1991,50,d) 20 to 49,35445,48867,999105,1014212,2446,5,2034,4.2,130466,33931,96535,3.3,12.9,159129,44144,114985,4.4,15.7,-28663,-2.8,25.8,0,514,666,27237
1991,50,e) 50 to 99,10344,20738,600910,610214,1277,6.2,963,4.7,73614,19460,54154,3.2,12.1,91159,23424,67735,3.8,14.9,-17545,-2.8,24.2,0,100,129,11695
1991,50,f) 100 to 249,5728,18055,586001,595397,1206,6.7,991,5.5,71206,21706,49500,3.6,12,89358,24440,64918,4.1,15,-18152,-3,24,0,39,53,9344
1991,50,g) 250 to 499,2017,10008,324132,324532,933,9.5,610,6.2,44123,15556,28567,4.8,13.6,45110,12725,32385,3.9,13.9,-987,-0.3,27.2,0,6,8,3280
1991,50,h) 500 to 999,1107,8288,230356,235144,705,8.6,576,7,33579,13172,20407,5.6,14.3,43399,15200,28199,6.5,18.5,-9820,-4.2,28.6,1,2,2,
1991,50,i) 1000 to 2499,1014,12545,332316,334419,1219,9.8,959,7.7,47608,21373,26235,6.4,14.2,52140,12877,39263,3.9,15.6,-4532,-1.4,28.4,1,1,1,
1991,50,j) 2500 to 4999,483,9326,253858,255770,845,9.1,854,9.2,44405,15614,28791,6.1,17.4,48237,19667,28570,7.7,18.9,-3832,-1.5,34.8,0,,,
1991,50,k) 5000 to 9999,349,7902,231205,225573,849,10.8,812,10.3,49762,19732,30030,8.7,22.1,38945,11729,27216,5.2,17.3,10817,4.8,34.6,0,,,
1991,50,l) 10000+,423,24877,1039163,1044489,2002,8,2113,8.5,139008,55636,83372,5.3,13.3,150554,48319,102235,4.6,14.4,-11546,-1.1,26.6,0,,,
1991,52,a) 1 to 4,457484,459713,1104534,1108862,103380,22.5,102145,22.3,402788,296991,105797,26.8,36.3,414638,285720,128918,25.8,37.4,-11850,-1.1,72.6,0,81153,81259,234295
1991,52,b) 5 to 9,227626,235421,1517875,1531800,17402,7.4,16691,7.1,359616,198908,160708,13,23.5,389838,183297,206541,12,25.4,-30222,-1.9,47,0,11948,12010,146714
1991,52,c) 10 to 19,137025,154713,1846359,1868929,9052,5.9,8239,5.3,357471,182032,175439,9.7,19.1,403877,165157,238720,8.8,21.6,-46406,-2.5,38.2,0,5031,5309,131138
1991,52,d) 20 to 49,83175,112796,2450023,2491114,7771,6.9,6984,6.2,406412,186970,219442,7.5,16.3,488167,169929,318238,6.8,19.6,-81755,-3.3,32.6,0,2150,2893,117660
1991,52,e) 50 to 99,23120,48662,1469728,1497066,4042,8.4,3181,6.6,201610,80499,121111,5.4,13.5,256924,71238,185686,4.8,17.2,-55314,-3.7,27,0,279,674,36583
1991,52,f) 100 to 249,9654,47461,1272442,1295387,4228,9,3806,8.1,199657,89276,110381,6.9,15.4,245040,77316,167724,6,18.9,-45383,-3.5,30.8,0,121,903,33758
1991,52,g) 250 to 499,2609,30408,729560,734595,2432,8,2531,8.3,118821,52662,66159,7.2,16.2,129674,39190,90484,5.3,17.7,-10853,-1.5,32.4,1,18,371,
1991,52,h) 500 to 999,1225,26080,616481,620518,2464,9.4,2528,9.7,100549,49228,51321,7.9,16.2,108621,39244,69377,6.3,17.5,-8072,-1.3,32.4,0,7,375,8973
1991,52,i) 1000 to 2499,849,37818,794565,793398,3023,8,2631,7,118460,56815,61645,7.2,14.9,116113,33848,82265,4.3,14.6,2347,0.3,29.2,1,1,4,
1991,52,j) 2500 to 4999,384,31842,619033,621050,2233,7.1,1740,5.5,87813,38660,49153,6.2,14.1,92411,24274,68137,3.9,14.9,-4598,-0.8,28.2,0,,,
1991,52,k) 5000 to 9999,275,39694,835770,829715,2816,7.1,2340,5.9,119843,51047,68796,6.2,14.4,108214,25906,82308,3.1,13,11629,1.4,26,0,,,
1991,52,l) 10000+,418,174344,6151787,6125985,13191,7.6,11473,6.6,846227,344513,501714,5.6,13.8,796366,196520,599846,3.2,13,49861,0.8,26,0,,,
1991,60,a) 1 to 4,239379,240169,476511,475426,38489,16.1,34752,14.6,123254,81171,42083,17.1,25.9,120767,72590,48177,15.3,25.4,2487,0.5,50.8,0,25847,25871,56020
1991,60,b) 5 to 9,58486,60982,373947,370312,6033,10.2,2218,3.8,82277,42576,39701,11.5,22.2,74805,26046,48759,7,20.2,7472,2,40.4,0,1752,1764,21365
1991,60,c) 10 to 19,29957,34494,390885,386070,6677,21,1355,4.3,103143,67218,35925,17.4,26.7,92874,32576,60298,8.4,24.1,10269,2.6,48.2,0,1041,1077,27387
1991,60,d) 20 to 49,18689,28413,548710,542482,9619,39.6,1324,5.5,182291,138878,43413,25.6,33.6,168831,56565,112266,10.4,31.1,13460,2.5,62.2,0,780,837,46122
1991,60,e) 50 to 99,6592,13389,380305,393592,4477,38.8,823,7.1,119091,88227,30864,22.4,30.3,145118,44426,100692,11.3,36.9,-26027,-6.6,60.6,0,264,311,35088
1991,60,f) 100 to 249,3944,13699,453117,468791,3094,24.6,899,7.1,113447,75623,37824,16.1,24.2,144992,42859,102133,9.1,30.9,-31545,-6.7,48.4,0,98,155,27810
1991,60,g) 250 to 499,1486,10442,312048,321269,1359,13.4,809,8,61337,32250,29087,10,19.1,79314,25223,54091,7.9,24.7,-17977,-5.6,38.2,0,19,66,11608
1991,60,h) 500 to 999,952,10691,319813,326792,1190,11.3,867,8.2,55283,24867,30416,7.6,16.9,68249,25078,43171,7.7,20.9,-12966,-4,33.8,0,8,8,9408
1991,60,i) 1000 to 2499,854,15579,537330,528439,1654,10.7,1298,8.4,93995,45094,48901,8.5,17.8,76398,24696,51702,4.7,14.5,17597,3.3,29,0,,,
1991,60,j) 2500 to 4999,440,11674,413709,418977,1049,9,1074,9.2,63898,21085,42813,5,15.3,74956,26000,48956,6.2,17.9,-11058,-2.6,30.6,0,,,
1991,60,k) 5000 to 9999,296,19132,625131,622343,1433,7.5,1368,7.2,83155,23041,60114,3.7,13.4,81111,19633,61478,3.2,13,2044,0.4,26,0,,,
1991,60,l) 10000+,371,67115,2036419,2010266,8000,12.1,6306,9.5,377130,170507,206623,8.5,18.8,326717,82737,243980,4.1,16.3,50413,2.5,32.6,0,,,
1991,70,a) 1 to 4,989431,991481,,,177716,18.3,138087,14.2,,436868,,,,,,,,,,,,1,100909,100961,252171
1991,70,b) 5 to 9,372036,379374,2414518,2394577,15933,4.2,12647,3.3,472507,177970,294537,7.4,19.7,435415,142298,293117,5.9,18.2,37092,1.5,36.4,0,9111,9145,110594
1991,70,c) 10 to 19,183803,199125,2462008,2444072,7460,3.8,5893,3,429488,140225,289263,5.7,17.6,395365,118331,277034,4.8,16.2,34123,1.4,32.4,0,3571,3829,92782
1991,70,d) 20 to 49,100566,127621,3022348,2997801,7626,6,4992,4,547746,183279,364467,6.1,18.3,500036,159618,340418,5.3,16.7,47710,1.6,33.4,0,2003,2252,116914
1991,70,e) 50 to 99,32407,56373,2213463,2194861,4927,8.9,2694,4.9,395929,143887,252042,6.6,18,363344,121110,242234,5.5,16.6,32585,1.4,33.2,0,614,815,82962
1991,70,f) 100 to 249,20170,52074,2912813,2893029,4519,8.9,2418,4.7,472058,163921,308137,5.7,16.3,439279,125471,313808,4.3,15.2,32779,1.1,30.4,0,261,396,73926
1991,70,g) 250 to 499,6356,26669,1949813,1945091,2661,10.2,1444,5.5,297545,90482,207063,4.7,15.3,286365,80204,206161,4.1,14.7,11180,0.6,29.4,0,66,227,44483
1991,70,h) 500 to 999,3391,20479,1964425,1953414,2012,10,1482,7.3,270187,,,,13.8,250124,,183280,,12.8,20063,1,25.6,1,20,38,26280
1991,70,i) 1000 to 2499,2439,21331,2859975,2799245,2415,11.6,1393,6.7,359251,,,,12.8,244257,,181023,,8.7,114994,4.1,17.4,1,7,11,17822
1991,70,j) 2500 to 4999,863,14834,1728688,1698854,1616,11.1,1149,7.9,205745,,,,12.1,155704,,107646,,9.2,50041,2.9,18.4,1,2,2,
1991,70,k) 5000 to 9999,485,15402,,,2157,14.5,1045,7,,,,,,,,,,,,,,1,1,1,
1991,70,l) 10000+,564,43645,4083627,4086826,4751,11,3652,8.5,528713,153010,375703,3.7,12.9,539601,155693,383908,3.8,13.2,-10888,-0.3,25.8,1,1,1,
1992,07,a) 1 to 4,44416,44423,101199,97948,10377,24,7281,16.8,39094,24788,14306,25.3,39.9,30984,17997,12987,18.4,31.6,8110,8.3,63.2,1,4919,4919,
1992,07,b) 5 to 9,17840,17856,118486,116351,695,3.9,623,3.5,29067,8052,21015,6.9,25,24311,7266,17045,6.2,20.9,4756,4.1,41.8,0,425,427,5019
1992,07,c) 10 to 19,8827,8870,117099,115543,168,1.9,196,2.2,23563,3901,19662,3.4,20.4,20058,4605,15453,4,17.4,3505,3,34.8,0,115,120,2901
1992,07,d) 20 to 49,3198,3284,92141,91835,83,2.5,86,2.6,20051,4385,15666,4.8,21.8,19116,4403,14713,4.8,20.8,935,1,41.6,0,40,40,2291
1992,07,e) 50 to 99,660,739,43683,42598,37,5,28,3.8,11151,2610,8541,6.1,26.2,8554,2844,5710,6.7,20.1,2597,6.1,40.2,0,11,11,1561
1992,07,f) 100 to 249,298,404,37584,36981,27,6.7,29,7.2,10038,2965,7073,8,27.1,8831,3412,5419,9.2,23.9,1207,3.2,47.8,1,2,2,
1992,07,g) 250 to 499,92,204,20851,18201,12,6,4,2,7122,2551,4571,14,39.1,1822,,1599,,10,5300,29.1,20,1,,,
1992,07,h) 500 to 999,40,97,11942,11289,3,2.8,17,16,3229,64,3165,0.6,28.6,1912,86,1826,0.8,16.9,1317,11.7,33.8,0,,,
1992,07,i) 1000 to 2499,34,150,23899,19141,8,5.4,4,2.7,10999,,,,57.5,1455,,1446,,7.6,9544,49.9,15.2,1,,,
1992,07,j) 2500 to 4999,21,259,9699,9050,38,15.6,8,3.3,2308,,,,25.5,1041,,920,,11.5,1267,14,23,1,,,
1992,07,k) 5000 to 9999,10,77,2675,2749,7,7.9,31,34.8,640,232,408,8.4,23.3,787,,250,,28.6,-147,-5.3,46.6,1,,,
1992,07,l) 10000+,35,402,21681,30425,68,17.7,32,8.3,4192,1577,2615,5.2,13.8,21663,,819,,71.2,-17471,-57.4,27.6,1,,,
1992,10,a) 1 to 4,10383,10391,22224,23430,1799,16.8,2270,21.2,6707,4683,2024,20,28.6,8756,5847,2909,25,37.4,-2049,-8.8,57.2,0,1790,1797,4788
1992,10,b) 5 to 9,3909,3931,25450,26809,264,6.6,348,8.7,6361,3204,3157,12,23.7,8837,4011,4826,15,33,-2476,-9.3,47.4,0,276,279,3417
1992,10,c) 10 to 19,2761,2857,36669,38886,126,4.3,225,7.7,7518,2910,4608,7.5,19.3,11813,4896,6917,12.6,30.4,-4295,-11.1,38.6,0,157,159,4126
1992,10,d) 20 to 49,1961,2152,55510,58602,90,4.1,140,6.4,9312,2904,6408,5,15.9,15352,4879,10473,8.3,26.2,-6040,-10.3,31.8,0,65,70,3610
1992,10,e) 50 to 99,636,893,36722,39069,37,4.1,56,6.2,5474,1818,3656,4.7,14,10177,2455,7722,6.3,26,-4703,-12,28,0,11,15,1437
1992,10,f) 100 to 249,405,830,42665,44027,40,4.8,65,7.7,7828,3186,4642,7.2,17.8,10340,2259,8081,5.1,23.5,-2512,-5.7,35.6,1,4,4,
1992,10,g) 250 to 499,174,660,33367,34939,53,8.1,52,7.9,5366,2998,2368,8.6,15.4,8485,3090,5395,8.8,24.3,-3119,-8.9,30.8,1,1,1,
1992,10,h) 500 to 999,118,490,27541,28416,35,7,48,9.6,3272,537,2735,1.9,11.5,4934,1022,3912,3.6,17.4,-1662,-5.9,23,0,,,
1992,10,i) 1000 to 2499,115,712,49030,49841,65,9.1,73,10.2,8266,3744,4522,7.5,16.6,9837,3896,5941,7.8,19.7,-1571,-3.1,33.2,0,,,
1992,10,j) 2500 to 4999,58,406,36520,37045,13,3.1,46,10.9,4105,2270,1835,6.1,11.1,5162,2476,2686,6.7,13.9,-1057,-2.8,22.2,0,,,
1992,10,k) 5000 to 9999,59,611,51743,52295,37,6.1,38,6.2,4273,1270,3003,2.4,8.2,5761,1102,4659,2.1,11,-1488,-2.8,16.4,0,,,
1992,10,l) 10000+,92,1875,181496,190174,190,9.8,285,14.7,28552,7174,21378,3.8,15,44366,14426,29940,7.6,23.3,-15814,-8.3,30,0,,,
1992,15,a) 1 to 4,284582,284596,646308,650644,67925,23.8,63043,22.1,263589,170827,92762,26.3,40.5,256252,155645,100607,23.9,39.4,7337,1.1,78.8,0,44680,44684,114455
1992,15,b) 5 to 9,105953,106000,691233,698849,5001,4.7,5410,5.1,188472,59283,129189,8.5,27,198962,64636,134326,9.2,28.5,-10490,-1.5,54,0,4274,4293,51749
